,age,gender,angry,disgust,fear,happy,sad,surprise,neutral,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,music_name,artist_name,artist_genres
47,47,26,Woman,31.462113944418068,0.0675380968697724,19.02177596222019,0.0001406177118183,32.37552835795452,0.0956523230967565,16.977244137361296,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,spotify:track:1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/tracks/1r9xUipOqoNwggBpENDsvJ,https://api.spotify.com/v1/audio-analysis/1r9xUipOqoNwggBpENDsvJ,173381,4,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,"['modern rock', 'rock']"
48,48,35,Woman,0.680682075091353,0.0073344721737667,3.939429200955725,0.6425696590459753,94.45478386225892,0.1387473379637494,0.136450557070159,0.782,0.828,10,-4.22,1,0.0428,0.0361,0,0.142,0.839,141.872,audio_features,4qwhCmldDsp1cKbDX44SHz,spotify:track:4qwhCmldDsp1cKbDX44SHz,https://api.spotify.com/v1/tracks/4qwhCmldDsp1cKbDX44SHz,https://api.spotify.com/v1/audio-analysis/4qwhCmldDsp1cKbDX44SHz,146625,4,Boring,Confetti,"['la pop', 'social media pop']"
49,49,31,Woman,4.174134507775307,0.0002288785935888,0.1298139453865587,0.0214865402085706,70.99849581718445,6.50188553663611e-05,24.675777554512024,0.419,0.0842,6,-17.542,1,0.0341,0.957,0,0.285,0.246,88.278,audio_features,2BAsBkA10fTRZhF5iMs0Dh,spotify:track:2BAsBkA10fTRZhF5iMs0Dh,https://api.spotify.com/v1/tracks/2BAsBkA10fTRZhF5iMs0Dh,https://api.spotify.com/v1/audio-analysis/2BAsBkA10fTRZhF5iMs0Dh,157683,4,La Vie En Rose,Emily Watts,[]
50,50,31,Woman,6.6718630492687225,0.0021358167941798,0.24395736400038,0.000661898184262,87.47750520706177,2.8723809464281654e-05,5.603846907615662,0.639,0.526,0,-6.697,1,0.0256,0.245,0,0.25,0.488,130.033,audio_features,2IVsRhKrx8hlQBOWy4qebo,spotify:track:2IVsRhKrx8hlQBOWy4qebo,https://api.spotify.com/v1/tracks/2IVsRhKrx8hlQBOWy4qebo,https://api.spotify.com/v1/audio-analysis/2IVsRhKrx8hlQBOWy4qebo,216880,3,Mr Loverman,Ricky Montgomery,"['indie pop', 'la indie', 'pop']"
51,51,37,Man,88.1562888622284,0.0003479098722891,0.422929460182786,0.0006731139819748,5.064427480101585,0.0146581936860457,6.340674310922623,0.542,0.732,9,-5.956,1,0.0521,0.00209,0,0.496,0.489,124.912,audio_features,7FdUvDkaE24o3FPIWTvzv2,spotify:track:7FdUvDkaE24o3FPIWTvzv2,https://api.spotify.com/v1/tracks/7FdUvDkaE24o3FPIWTvzv2,https://api.spotify.com/v1/audio-analysis/7FdUvDkaE24o3FPIWTvzv2,175644,4,Follow You,Imagine Dragons,"['modern rock', 'rock']"
52,52,32,Woman,2.2487236525397324e-05,5.690306638240784e-10,0.0001934586295451,99.88988041221384,0.0001256830803292,0.0064592601332279,0.1033196287345664,0.747,0.716,11,-2.457,0,0.075,0.135,0,0.251,0.751,125.008,audio_features,2EBCVPNAG46nbgs6jXPGvv,spotify:track:2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/tracks/2EBCVPNAG46nbgs6jXPGvv,https://api.spotify.com/v1/audio-analysis/2EBCVPNAG46nbgs6jXPGvv,210627,4,Starships,Nicki Minaj,"['dance pop', 'hip pop', 'pop', 'queens hip hop', 'rap']"
53,53,33,Man,0.1946546952240169,7.609745011905034e-05,29.177218675613403,0.427446560934186,0.0864875444676727,45.0021892786026,25.111928582191467,0.397,0.159,2,-18.029,0,0.0964,0.983,0,0.1,0.188,183.022,audio_features,1GenCekPteCHDwhCY1zuhZ,spotify:track:1GenCekPteCHDwhCY1zuhZ,https://api.spotify.com/v1/tracks/1GenCekPteCHDwhCY1zuhZ,https://api.spotify.com/v1/audio-analysis/1GenCekPteCHDwhCY1zuhZ,124761,3,Diving into Love,rdz011,[]
54,54,35,Woman,0.296796200792265,7.196828593488462e-05,6.11781253622845,0.0220191256112642,77.15028388203882,0.0032482950817941,16.409769142256327,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290,4,Happier,Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
55,55,31,Man,66.12242460250854,0.0836027902550995,0.6826761178672314,0.0234049031860195,23.131732642650604,0.0205732489121146,9.93557944893837,0.42,0.929,7,-3.899,0,0.121,0.000353,0,0.122,0.3,127.204,audio_features,5V3mdRI2yQxbSsJGDPc5lD,spotify:track:5V3mdRI2yQxbSsJGDPc5lD,https://api.spotify.com/v1/tracks/5V3mdRI2yQxbSsJGDPc5lD,https://api.spotify.com/v1/audio-analysis/5V3mdRI2yQxbSsJGDPc5lD,210240,4,Chop Suey!,System Of A Down,"['alternative metal', 'nu metal', 'rap metal']"
56,56,37,Woman,1.1876711170089038e-05,2.8215830279870732e-11,3.3783767450223934e-08,99.99550580978394,0.0001054857307281,5.055970220269046e-06,0.0043727184674935,0.543,0.87,9,-6.514,1,0.0428,0.358,0,0.792,0.754,100.804,audio_features,0GjEhVFGZW8afUYGChu3Rr,spotify:track:0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/tracks/0GjEhVFGZW8afUYGChu3Rr,https://api.spotify.com/v1/audio-analysis/0GjEhVFGZW8afUYGChu3Rr,230400,4,Dancing Queen,ABBA,"['europop', 'swedish pop']"
57,57,31,Woman,2.3513948544859886,0.0003699499302456,3.896928206086159,0.0002114136123054,16.25438630580902,6.807837280575768e-05,77.49664187431335,0.471,0.0778,6,-25.724,1,0.0352,0.984,0,0.0976,0.447,71.409,audio_features,7rIN1EjL0P78qaM46slfD7,spotify:track:7rIN1EjL0P78qaM46slfD7,https://api.spotify.com/v1/tracks/7rIN1EjL0P78qaM46slfD7,https://api.spotify.com/v1/audio-analysis/7rIN1EjL0P78qaM46slfD7,115405,3,World For A Dance,Pierre Koenigs,[]
58,58,29,Man,18.91423387357785,0.0287794735666619,1.4349321986815693,0.0002948490976937,75.86244632453366,0.0015930303481566,3.7577166399101447,0.449,0.585,5,-6.761,1,0.0268,0.0509,0,0.0833,0.212,139.631,audio_features,6nek1Nin9q48AVZcWs9e9D,spotify:track:6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,278719,4,Paradise,Coldplay,"['permanent wave', 'pop']"
59,59,25,Woman,98.76526594161987,0.0001267698053197,0.0975353759713471,0.0144998004543595,0.9477151557803154,0.0032980213291011,0.1715600490570068,0.736,0.704,3,-7.409,0,0.0615,0.0203,0,0.0501,0.894,149.995,audio_features,27NovPIUIRrOZoCHxABJwK,spotify:track:27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/tracks/27NovPIUIRrOZoCHxABJwK,https://api.spotify.com/v1/audio-analysis/27NovPIUIRrOZoCHxABJwK,212000,4,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,"['lgbtq+ hip hop', 'pop']"
60,60,30,Woman,5.848333708358217e-06,3.3307262908299984e-08,1.925127735073501e-07,99.99827742545796,1.3391662619797447e-06,4.4442693922782536e-05,0.0016771050738791,0.736,0.964,1,-2.291,1,0.294,0.00785,0,0.131,0.372,100.019,audio_features,50gPjAfjdq6BjEz937C3hm,spotify:track:50gPjAfjdq6BjEz937C3hm,https://api.spotify.com/v1/tracks/50gPjAfjdq6BjEz937C3hm,https://api.spotify.com/v1/audio-analysis/50gPjAfjdq6BjEz937C3hm,196895,4,I SLAY,JOYRYDE,"['edm', 'electro house', 'electronic trap']"
61,61,28,Woman,0.7585187442600727,0.0013111328371451,2.994001843035221,0.0864134170114994,27.3408442735672,0.1991027733311057,68.61981153488159,0.505,0.397,5,-9.349,1,0.324,0.716,0,0.0853,0.558,95.063,audio_features,3eze1OsZ1rqeXkKStNfTmi,spotify:track:3eze1OsZ1rqeXkKStNfTmi,https://api.spotify.com/v1/tracks/3eze1OsZ1rqeXkKStNfTmi,https://api.spotify.com/v1/audio-analysis/3eze1OsZ1rqeXkKStNfTmi,219683,1,Juke Jam (feat. Justin Bieber & Towkio),Chance the Rapper,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap']"
62,62,25,Man,16.68866674236457,34.95670169333825,0.5926828253378168,0.0602085412045443,36.774589823161946,0.0720757568374727,10.855078599159636,0.481,0.487,5,-14.016,1,0.0393,0.407,0,0.308,0.311,73.093,audio_features,5S2e7gDXQFMnnXoth2zrOo,spotify:track:5S2e7gDXQFMnnXoth2zrOo,https://api.spotify.com/v1/tracks/5S2e7gDXQFMnnXoth2zrOo,https://api.spotify.com/v1/audio-analysis/5S2e7gDXQFMnnXoth2zrOo,321758,4,You Done Lost Your Good Thing Now,B.B. King,"['blues', 'blues rock', 'classic rock', 'electric blues', 'jazz blues', 'soul blues', 'traditional blues']"
63,63,39,Woman,76.72794461250305,0.986046064645052,19.983914494514465,0.0432413100497797,2.125430107116699,0.1228127162903547,0.0106131221400573,0.614,0.66,0,-2.848,1,0.0441,0.19,0,0.211,0.452,145.01,audio_features,2C6WXnmZ66tHhHlnvwePiK,spotify:track:2C6WXnmZ66tHhHlnvwePiK,https://api.spotify.com/v1/tracks/2C6WXnmZ66tHhHlnvwePiK,https://api.spotify.com/v1/audio-analysis/2C6WXnmZ66tHhHlnvwePiK,245267,4,Die For Me (feat. Future & Halsey),Post Malone,"['dfw rap', 'melodic rap', 'rap']"
64,64,34,Woman,9.826318447711082e-09,2.193163534200143e-12,2.4716126641040182e-05,99.99938011176825,7.848440072599953e-07,3.790571670981253e-06,0.0005850289865694,0.657,0.614,0,-7.829,0,0.055,0.0625,0,0.397,0.723,113.009,audio_features,11xOwUHV7P1q7UpEQuMIrx,spotify:track:11xOwUHV7P1q7UpEQuMIrx,https://api.spotify.com/v1/tracks/11xOwUHV7P1q7UpEQuMIrx,https://api.spotify.com/v1/audio-analysis/11xOwUHV7P1q7UpEQuMIrx,176283,4,Table For 2,Alok,"['electro house', 'pop nacional', 'slap house']"
65,65,32,Woman,11.730500218927888,0.0101336377413064,2.802909313489117,0.6976460472668465,9.399560469336564,0.0031660427475613,75.35608713103379,0.399,0.491,6,-10.778,0,0.0538,0.0563,0,0.11,0.151,91.066,audio_features,6AGOKlMZWLCaEJGnaROtF9,spotify:track:6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/tracks/6AGOKlMZWLCaEJGnaROtF9,https://api.spotify.com/v1/audio-analysis/6AGOKlMZWLCaEJGnaROtF9,210463,4,Put Your Records On,Ritt Momney,"['bedroom pop', 'indie pop']"
66,66,44,Woman,0.0412504634307144,0.0071590532221749,0.010502463759095,98.29881807579778,0.0986217287149454,0.0001850261589863,1.543456877057925,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,audio_features,26XaOsDMbl0e1cVKYfkz6w,spotify:track:26XaOsDMbl0e1cVKYfkz6w,https://api.spotify.com/v1/tracks/26XaOsDMbl0e1cVKYfkz6w,https://api.spotify.com/v1/audio-analysis/26XaOsDMbl0e1cVKYfkz6w,159382,4,Falling,Trevor Daniel,"['melodic rap', 'pop', 'pop rap']"
67,67,30,Man,44.185573555758765,8.236380195231663e-06,1.9894832236190767,7.372166353402838e-06,42.44194120860801,1.109007011691786e-05,11.382969601992416,0.541,0.96,0,-2.947,0,0.0505,0.0663,0,0.344,0.812,122.803,audio_features,0rmGAIH9LNJewFw7nKzZnc,spotify:track:0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/tracks/0rmGAIH9LNJewFw7nKzZnc,https://api.spotify.com/v1/audio-analysis/0rmGAIH9LNJewFw7nKzZnc,222707,4,You Give Love A Bad Name,Bon Jovi,"['glam metal', 'rock']"
68,68,31,Man,55.25839328765869,9.283171564788972e-07,3.2759301364421844,0.2380244899541139,0.1413784571923315,0.0265649578068405,41.05970859527588,0.764,0.705,3,-5.279,0,0.0278,0.0371,0,0.0943,0.672,101.003,audio_features,0y60itmpH0aPKsFiGxmtnh,spotify:track:0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/tracks/0y60itmpH0aPKsFiGxmtnh,https://api.spotify.com/v1/audio-analysis/0y60itmpH0aPKsFiGxmtnh,196520,4,Wait a Minute!,WILLOW,"['afrofuturism', 'pop', 'post-teen pop']"
69,69,30,Man,1.8770431724735293,0.0002786343779724,37.15079281916704,0.0130821673204028,52.92180741765411,0.0203803710325737,8.016614405320357,0.508,0.471,0,-10.718,0,0.0385,0.783,0,0.25,0.117,81.995,audio_features,4NU4ZK3ncM05KPUc8JSuQ5,spotify:track:4NU4ZK3ncM05KPUc8JSuQ5,https://api.spotify.com/v1/tracks/4NU4ZK3ncM05KPUc8JSuQ5,https://api.spotify.com/v1/audio-analysis/4NU4ZK3ncM05KPUc8JSuQ5,131715,4,Circa 2015,Jaden,"['pop', 'rap']"
70,70,30,Man,0.0135359318729486,5.827284532036686e-11,0.187564687341582,2.0961098995786948e-06,11.516218573821698,1.1294801501177164e-05,88.28266789213824,0.44,0.778,1,-1.786,0,0.0327,0.0265,0,0.151,0.304,148.038,audio_features,7oWbeO9v3Cfs900q7JhLAs,spotify:track:7oWbeO9v3Cfs900q7JhLAs,https://api.spotify.com/v1/tracks/7oWbeO9v3Cfs900q7JhLAs,https://api.spotify.com/v1/audio-analysis/7oWbeO9v3Cfs900q7JhLAs,229347,4,Come A Little Closer,Cage The Elephant,"['modern rock', 'punk blues', 'rock']"
71,71,29,Man,2.309139259159565,1.1039353459141312e-08,0.2281608060002327,0.0024466165996273,5.396469309926033,7.520500844293565e-05,92.06371307373048,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,audio_features,39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz,188987,4,Should I Stay or Should I Go - Remastered,The Clash,"['classic rock', 'permanent wave', 'punk', 'rock']"
72,72,30,Man,1.5327948632570813e-08,7.24097106122728e-18,6.063034307875496e-13,98.93516898155212,2.4733506620577828e-05,2.2108195274483933e-07,1.0648107156157494,0.733,0.897,0,-3.652,1,0.0389,0.0391,0,0.117,0.649,96.006,audio_features,0mlAOSILGRys2IbvyOT5VJ,spotify:track:0mlAOSILGRys2IbvyOT5VJ,https://api.spotify.com/v1/tracks/0mlAOSILGRys2IbvyOT5VJ,https://api.spotify.com/v1/audio-analysis/0mlAOSILGRys2IbvyOT5VJ,173800,4,Échame La Culpa,Luis Fonsi,"['latin pop', 'puerto rican pop']"
73,73,31,Man,0.4277001556515508,9.72955910871381e-07,0.3584918138692601,0.0673161040838236,1.134610320227108,0.0111303635468366,98.00074720373784,0.358,0.0667,2,-25.465,1,0.056,0.951,0,0.0745,0.126,138.005,audio_features,7ps4C1VKLR5zCt49eM2TzA,spotify:track:7ps4C1VKLR5zCt49eM2TzA,https://api.spotify.com/v1/tracks/7ps4C1VKLR5zCt49eM2TzA,https://api.spotify.com/v1/audio-analysis/7ps4C1VKLR5zCt49eM2TzA,242548,4,I Can Go to Distance / Hercules,Nazareno Aversa,"['classify', 'piano cover']"
74,74,31,Man,0.070092039635303,1.7495286818459754e-08,0.0057563531092895,0.0088810584038847,0.1445872329674502,1.2026084312439215e-05,99.77067111555762,0.671,0.673,11,-6.941,0,0.0444,0.148,0,0.304,0.494,121.963,audio_features,1SOClUWhOi8vHZYMz3GluK,spotify:track:1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/tracks/1SOClUWhOi8vHZYMz3GluK,https://api.spotify.com/v1/audio-analysis/1SOClUWhOi8vHZYMz3GluK,237720,4,Infinity,Jaymes Young,"['modern rock', 'pop', 'uk pop']"
75,75,30,Man,52.02967524528504,8.377584737040422e-09,0.3768953960388899,1.389864650036543e-05,45.44490575790405,2.425527556582097e-07,2.148512750864029,0.818,0.705,6,-6.679,1,0.177,0.00836,0,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,spotify:track:0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/tracks/0d28khcov6AiegSCpG5TuT,https://api.spotify.com/v1/audio-analysis/0d28khcov6AiegSCpG5TuT,222640,4,Feel Good Inc.,Gorillaz,['alternative hip hop']
76,76,33,Man,0.0004550039648165,2.2716956083173447e-11,7.162736116034241e-10,99.63591694831848,4.3179596787013e-06,2.5266739811513617e-06,0.3636241191998124,0.682,0.673,5,-6.105,0,0.118,0.33,0,0.196,0.489,143.014,audio_features,101xoJ62xSk9hmcYri8gtH,spotify:track:101xoJ62xSk9hmcYri8gtH,https://api.spotify.com/v1/tracks/101xoJ62xSk9hmcYri8gtH,https://api.spotify.com/v1/audio-analysis/101xoJ62xSk9hmcYri8gtH,168671,4,Sanity,Unlike Pluto,"['modern rock', 'rock']"
77,77,29,Man,17.096136039265158,5.677231023952811e-07,0.0286265497161999,2.3502907688713603e-05,4.049974176286112,1.1138426667655883e-05,78.82522814424206,0.675,0.175,6,-13.281,1,0.0596,0.891,0,0.11,0.387,69.027,audio_features,1OL3yrDYTbOXeuRhiYWlKi,spotify:track:1OL3yrDYTbOXeuRhiYWlKi,https://api.spotify.com/v1/tracks/1OL3yrDYTbOXeuRhiYWlKi,https://api.spotify.com/v1/audio-analysis/1OL3yrDYTbOXeuRhiYWlKi,125652,4,Ipanema,Linearwave,"['focus beats', 'lo-fi brasileiro']"
78,78,31,Man,53.22322210988735,0.0003628170383716,0.6066370497927607,0.3401971482250513,10.284235592575598,0.0010156752676934,35.5443226642224,0.758,0.732,5,-5.511,0,0.051,0.489,0,0.13,0.924,90.038,audio_features,3oqC4Ta40ft6NnTJwcUTdi,spotify:track:3oqC4Ta40ft6NnTJwcUTdi,https://api.spotify.com/v1/tracks/3oqC4Ta40ft6NnTJwcUTdi,https://api.spotify.com/v1/audio-analysis/3oqC4Ta40ft6NnTJwcUTdi,185333,4,Pipa Voada (feat. Emicida),Rashid,"['brazilian hip hop', 'pop rap brasileiro', 'r&b brasileiro']"
79,79,32,Man,0.4327441357966742,0.0106409314843077,0.0165894579251532,0.0247456002596005,6.479491679638128,0.0001622716791959,93.03562599632896,0.736,0.964,1,-2.291,1,0.294,0.00785,0,0.131,0.372,100.019,audio_features,50gPjAfjdq6BjEz937C3hm,spotify:track:50gPjAfjdq6BjEz937C3hm,https://api.spotify.com/v1/tracks/50gPjAfjdq6BjEz937C3hm,https://api.spotify.com/v1/audio-analysis/50gPjAfjdq6BjEz937C3hm,196895,4,I SLAY,JOYRYDE,"['edm', 'electro house', 'electronic trap']"
80,80,32,Man,0.0005138852884556,5.052229190560809e-08,0.0009263662832381,79.42761778831482,0.0444629346020519,0.1161873806267976,20.410291850566864,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,audio_features,6fNhZRFEkBfgW39W3wKARJ,spotify:track:6fNhZRFEkBfgW39W3wKARJ,https://api.spotify.com/v1/tracks/6fNhZRFEkBfgW39W3wKARJ,https://api.spotify.com/v1/audio-analysis/6fNhZRFEkBfgW39W3wKARJ,214148,4,Pompeii,Bastille,"['metropopolis', 'modern rock', 'pop', 'pop rock']"
81,81,32,Man,0.4327441357966742,0.0106409314843077,0.0165894579251532,0.0247456002596005,6.479491679638128,0.0001622716791959,93.03562599632896,0.508,0.471,0,-10.718,0,0.0385,0.783,0,0.25,0.117,81.995,audio_features,4NU4ZK3ncM05KPUc8JSuQ5,spotify:track:4NU4ZK3ncM05KPUc8JSuQ5,https://api.spotify.com/v1/tracks/4NU4ZK3ncM05KPUc8JSuQ5,https://api.spotify.com/v1/audio-analysis/4NU4ZK3ncM05KPUc8JSuQ5,131715,4,Circa 2015,Jaden,"['pop', 'rap']"
82,82,31,Man,0.0323469954309985,2.066263533606616e-05,0.012611506099347,0.0292147451546043,1.3944515027105808,5.187902729630878e-05,98.53129982948305,0.687,0.792,5,-2.749,1,0.0452,0.191,0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290,4,Happier,Marshmello,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']"
